t    x     y    deg 
1.956   0.00   0.00   0.00 
1.984   0.00   0.00   0.00 
1.996   0.00   0.00   0.00 
2.004   0.00   0.00   0.00 
2.020   0.00   0.00   0.00 
2.046   0.00   0.00   0.00 
2.046   0.00   0.00   0.00 
2.046   0.00   0.00   0.00 
2.054   0.00   0.00   0.00 
2.066   0.00   0.00   0.00 
2.074   0.00   0.00   0.00 
2.086   0.00   0.00   0.00 
2.094   0.00   0.00   0.00 
2.104   0.00   0.00   0.00 
2.114   0.00   0.00   0.00 
2.124   0.00   0.00   0.00 
2.134   0.00   0.00   0.00 
2.144   0.00   0.00   0.00 
2.154   0.00   0.00   0.00 
2.166   0.00   0.00   0.00 
2.174   0.00   0.00   0.00 
2.194   0.00   0.00   0.00 
2.210   0.00   0.00   0.00 
2.210   0.00   0.00   0.00 
2.214   0.00   0.00   0.00 
2.224   0.00   0.00   0.00 
2.234   0.00   0.00   0.00 
2.244   0.00   0.00   0.00 
2.254   0.00   0.00   0.00 
2.276   0.00   0.00   0.00 
2.276   0.00   0.00   0.00 
2.296   0.00   0.00   0.00 
2.296   0.00   0.00   0.00 
2.308   0.00   0.00   0.00 
2.346   0.00   0.00   0.00 
2.346   0.00   0.00   0.00 
2.364   0.00   0.00   0.00 
2.396   0.00   0.00   0.00 
2.446   0.00   0.00   0.00 
2.488   0.00   0.00   0.00 
2.488   0.00   0.00   0.00 
2.498   0.00   0.00   0.00 
2.520   0.00   0.00   0.00 
2.532   0.00   0.00   0.00 
2.532   0.00   0.00   0.00 
2.549   0.00   0.00   0.00 
2.549   0.00   0.00   0.00 
2.558   0.00   0.00   0.00 
2.573   0.00   0.00   0.00 
2.579   0.00   0.00   0.00 
2.588   0.00   0.00   0.00 
2.601   0.00   0.00   0.00 
2.617   0.00   0.00   0.00 
2.618   0.00   0.00   0.00 
2.648   0.00   0.00   0.00 
2.648   0.00   0.00   0.00 
2.648   0.00   0.00   0.00 
2.658   0.00   0.00   0.00 
2.672   0.00   0.00   0.00 
2.678   0.00   0.00   0.00 
2.688   0.00   0.00   0.00 
2.698   0.00   0.00   0.00 
2.708   0.00   0.00   0.00 
2.732   0.00   0.00   0.00 
2.732   0.00   0.00   0.00 
2.760   0.00   0.00   0.00 
2.800   0.00   0.00   0.00 
2.810   0.00   0.00   0.00 
2.836   0.00   0.00   0.00 
2.836   0.00   0.00   0.00 
2.840   0.00   0.00   0.00 
2.854   0.00   0.00   0.00 
2.861   0.00   0.00   0.00 
2.870   0.00   0.00   0.00 
2.880   0.00   0.00   0.00 
2.897   0.00   0.00   0.00 
2.900   0.00   0.00   0.00 
2.911   0.00   0.00   0.00 
2.941   0.00   0.00   0.00 
2.951   0.00   0.00   0.00 
2.961   0.00   0.00   0.00 
2.972   0.00   0.00   0.00 
2.985   0.00   0.00   0.00 
3.000   0.00   0.00   0.00 
3.008   0.00   0.00   0.00 
3.011   0.00   0.00   0.00 
3.028   0.00   0.00   0.00 
3.040   0.00   0.00   0.00 
3.041   0.00   0.00   0.00 
3.054   0.00   0.00   0.00 
3.061   0.00   0.00   0.00 
3.073   0.00   0.00   0.00 
3.082   0.00   0.00   0.00 
3.091   0.00   0.00   0.00 
3.124   0.00   0.00   0.00 
3.128   0.00   0.00   0.00 
3.144   0.00   0.00   0.00 
3.144   0.00   0.00   0.00 
3.144   0.00   0.00   0.00 
3.151   0.00   0.00   0.00 
3.172   0.00   0.00   0.00 
3.172   0.00   0.00   0.00 
3.216   0.00   0.00   0.00 
3.216   0.00   0.00   0.00 
3.228   0.00   0.00   0.00 
3.236   0.00   0.00   0.00 
3.246   0.00   0.00   0.00 
3.278   0.00   0.00   0.00 
3.278   0.00   0.00   0.00 
3.278   0.00   0.00   0.00 
3.286   0.00   0.00   0.00 
3.328   0.00   0.00   0.00 
3.328   0.00   0.00   0.00 
3.364   0.00   0.00   0.00 
3.372   0.00   0.00   0.00 
3.400   0.00   0.00   0.00 
3.400   0.00   0.00   0.00 
3.429   0.00   0.00   0.00 
3.429   0.00   0.00   0.00 
3.429   0.00   0.00   0.00 
3.432   0.00   0.00   0.00 
3.479   0.00   0.00   0.00 
3.479   0.00   0.00   0.00 
3.489   0.00   0.00   0.00 
3.512   0.00   0.00   0.00 
3.512   0.00   0.00   0.00 
3.529   0.00   0.00   0.00 
3.529   0.00   0.00   0.00 
3.580   0.00   0.00   0.00 
3.580   0.00   0.00   0.00 
3.596   0.00   0.00   0.00 
3.600   0.00   0.00   0.00 
3.621   0.00   0.00   0.00 
3.621   0.00   0.00   0.00 
3.632   0.00   0.00   0.00 
3.664   0.00   0.00   0.00 
3.714   0.00   0.00   0.00 
3.724   0.00   0.00   0.00 
3.756   0.00   0.00   0.00 
3.764   0.00   0.00   0.00 
3.776   0.00   0.00   0.00 
3.808   0.00   0.00   0.00 
3.808   0.00   0.00   0.00 
3.808   0.00   0.00   0.00 
3.814   0.00   0.00   0.00 
3.836   0.00   0.00   0.00 
3.836   0.00   0.00   0.00 
3.848   0.00   0.00   0.00 
3.854   0.00   0.00   0.00 
3.864   0.00   0.00   0.00 
3.874   0.00   0.00   0.00 
3.884   0.00   0.00   0.00 
3.915   0.00   0.00   0.00 
3.928   0.00   0.00   0.00 
3.935   0.00   0.00   0.00 
3.947   0.00   0.00   0.00 
3.965   0.00   0.00   0.00 
3.965   0.00   0.00   0.00 
4.005   0.00   0.00   0.00 
4.005   0.00   0.00   0.00 
4.024   0.00   0.00   0.00 
4.028   0.00   0.00   0.00 
4.035   0.00   0.00   0.00 
4.056   0.00   0.00   0.00 
4.065   0.00   0.00   0.00 
4.079   0.00   0.00   0.00 
4.081   0.00   0.00   0.00 
4.085   0.00   0.00   0.00 
4.111   0.00   0.00   0.00 
4.137   0.00   0.00   0.00 
4.147   0.00   0.00   0.00 
4.184   0.00   0.00   0.00 
4.184   0.00   0.00   0.00 
4.184   0.00   0.00   0.00 
4.197   0.00   0.00   0.00 
4.197   0.00   0.00   0.00 
4.208   0.00   0.00   0.00 
4.217   0.00   0.00   0.00 
4.227   0.00   0.00   0.00 
4.238   0.00   0.00   0.00 
4.247   0.00   0.00   0.00 
4.292   0.00   0.00   0.00 
4.292   0.00   0.00   0.00 
4.324   0.00   0.00   0.00 
4.324   0.00   0.00   0.00 
4.324   0.00   0.00   0.00 
4.336   0.00   0.00   0.00 
4.348   0.00   0.00   0.00 
4.352   0.00   0.00   0.00 
4.372   0.00   0.00   0.00 
4.384   0.00   0.00   0.00 
4.384   0.00   0.00   0.00 
4.398   0.00   0.00   0.00 
4.404   0.00   0.00   0.00 
4.424   0.00   0.00   0.00 
4.424   0.00   0.00   0.00 
4.432   0.00   0.00   0.00 
4.448   0.00   0.00   0.00 
4.468   0.00   0.00   0.00 
4.468   0.00   0.00   0.00 
4.484   0.00   0.00   0.00 
4.484   0.00   0.00   0.00 
4.505   0.00   0.00   0.00 
4.505   0.00   0.00   0.00 
4.512   0.00   0.00   0.00 
4.524   0.00   0.00   0.00 
4.555   0.00   0.00   0.00 
4.571   0.00   0.00   0.00 
4.581   0.00   0.00   0.00 
4.591   0.00   0.00   0.00 
4.604   0.00   0.00   0.00 
4.611   0.00   0.00   0.00 
4.624   0.00   0.00   0.00 
4.631   0.00   0.00   0.00 
4.656   0.00   0.00   0.00 
4.656   0.00   0.00   0.00 
4.680   0.00   0.00   0.00 
4.680   0.00   0.00   0.00 
4.681   0.00   0.00   0.00 
4.692   0.00   0.00   0.00 
4.701   0.00   0.00   0.00 
4.724   0.00   0.00   0.00 
4.732   0.00   0.00   0.00 
4.732   0.00   0.00   0.00 
4.742   0.00   0.00   0.00 
4.764   0.00   0.00   0.00 
4.764   0.00   0.00   0.00 
4.792   0.00   0.00   0.00 
4.792   0.00   0.00   0.00 
4.792   0.00   0.00   0.00 
4.842   0.00   0.00   0.00 
4.842   0.00   0.00   0.00 
4.854   0.00   0.00   0.00 
4.872   0.00   0.00   0.00 
4.892   0.00   0.00   0.00 
4.892   0.00   0.00   0.00 
4.892   0.00   0.00   0.00 
4.905   0.00   0.00   0.00 
4.940   0.00   0.00   0.00 
4.943   0.00   0.00   0.00 
4.956   0.00   0.00   0.00 
4.963   0.00   0.00   0.00 
4.993   0.00   0.00   0.00 
5.043   0.00   0.00   0.00 
5.093   0.00   0.00   0.00 
5.109   0.00   0.00   0.00 
5.136   0.00   0.00   0.00 
5.136   0.00   0.00   0.00 
5.136   0.00   0.00   0.00 
5.144   0.00   0.00   0.00 
5.178   0.00   0.00   0.00 
5.178   0.00   0.00   0.00 
5.178   0.00   0.00   0.00 
5.184   0.00   0.00   0.00 
5.205   0.00   0.00   0.00 
5.205   0.00   0.00   0.00 
5.234   0.00   0.00   0.00 
5.234   0.00   0.00   0.00 
5.234   0.00   0.00   0.00 
5.252   0.00   0.00   0.00 
5.284   0.00   0.00   0.00 
5.284   0.00   0.00   0.00 
5.296   0.00   0.00   0.00 
5.304   0.00   0.00   0.00 
5.314   0.00   0.00   0.00 
5.334   0.00   0.00   0.00 
5.360   0.00   0.00   0.00 
5.385   0.00   0.00   0.00 
5.385   0.00   0.00   0.00 
5.392   0.00   0.00   0.00 
5.412   0.00   0.00   0.00 
5.415   0.00   0.00   0.00 
5.453   0.00   0.00   0.00 
5.460   0.00   0.00   0.00 
5.485   0.00   0.00   0.00 
5.485   0.00   0.00   0.00 
5.512   0.00   0.00   0.00 
5.512   0.00   0.00   0.00 
5.512   0.00   0.00   0.00 
5.520   0.00   0.00   0.00 
5.535   0.00   0.00   0.00 
5.556   0.00   0.00   0.00 
5.556   0.00   0.00   0.00 
5.564   0.00   0.00   0.00 
5.584   0.00   0.00   0.00 
5.584   0.00   0.00   0.00 
5.605   0.00   0.00   0.00 
5.605   0.00   0.00   0.00 
5.610   0.00   0.00   0.00 
5.628   0.00   0.00   0.00 
5.638   0.00   0.00   0.00 
5.646   0.00   0.00   0.00 
5.661   0.00   0.00   0.00 
5.661   0.00   0.00   0.00 
5.677   0.00   0.00   0.00 
5.709   0.00   0.00   0.00 
5.709   0.00   0.00   0.00 
5.709   0.00   0.00   0.00 
5.710   0.00   0.00   0.00 
5.720   0.00   0.00   0.00 
5.736   0.00   0.00   0.00 
5.752   0.00   0.00   0.00 
5.752   0.00   0.00   0.00 
5.760   0.00   0.00   0.00 
5.770   0.00   0.00   0.00 
5.780   0.00   0.00   0.00 
5.808   0.00   0.00   0.00 
5.809   0.00   0.00   0.00 
5.810   0.00   0.00   0.00 
5.820   0.00   0.00   0.00 
5.859   0.00   0.00   0.00 
5.868   0.00   0.00   0.00 
5.908   0.00   0.00   0.00 
5.955   0.00   0.00   0.00 
5.959   0.00   0.00   0.00 
5.972   0.00   0.00   0.00 
5.979   0.00   0.00   0.00 
6.004   0.00   0.00   0.00 
6.004   0.00   0.00   0.00 
6.009   0.00   0.00   0.00 
6.028   0.00   0.00   0.00 
6.029   0.00   0.00   0.00 
6.039   0.00   0.00   0.00 
6.060   0.00   0.00   0.00 
6.076   0.00   0.00   0.00 
6.076   0.00   0.00   0.00 
6.079   0.00   0.00   0.00 
6.089   0.00   0.00   0.00 
6.099   0.00   0.00   0.00 
6.109   0.00   0.00   0.00 
6.120   0.00   0.00   0.00 
6.149   0.00   0.00   0.00 
6.149   0.00   0.00   0.00 
6.153   0.00   0.00   0.00 
6.159   0.00   0.00   0.00 
6.172   0.00   0.00   0.00 
6.180   0.00   0.00   0.00 
6.192   0.00   0.00   0.00 
6.207   0.00   0.00   0.00 
6.239   0.00   0.00   0.00 
6.240   0.00   0.00   0.00 
6.271   0.00   0.00   0.00 
6.284   0.00   0.00   0.00 
6.300   0.00   0.00   0.00 
6.304   0.00   0.00   0.00 
6.314   0.00   0.00   0.00 
6.332   0.00   0.00   0.00 
6.338   0.00   0.00   0.00 
6.348   0.00   0.00   0.00 
6.384   0.00   0.00   0.00 
6.384   0.00   0.00   0.00 
6.394   0.00   0.00   0.00 
6.412   0.00   0.00   0.00 
6.444   0.00   0.00   0.00 
6.494   0.00   0.00   0.00 
6.494   0.00   0.00   0.00 
6.504   0.00   0.00   0.00 
6.544   0.00   0.00   0.00 
6.576   0.00   0.00   0.00 
6.586   0.00   0.00   0.00 
6.596   0.00   0.00   0.00 
6.606   0.00   0.00   0.00 
6.616   0.00   0.00   0.00 
6.626   0.00   0.00   0.00 
6.636   0.00   0.00   0.00 
6.646   0.00   0.00   0.00 
6.656   0.00   0.00   0.00 
6.666   0.00   0.00   0.00 
6.692   0.00   0.00   0.00 
6.712   0.00   0.00   0.00 
6.753   0.00   0.00   0.00 
6.765   0.00   0.00   0.00 
6.773   0.00   0.00   0.00 
6.796   0.00   0.00   0.00 
6.796   0.00   0.00   0.00 
6.815   0.00   0.00   0.00 
6.815   0.00   0.00   0.00 
6.864   0.00   0.00   0.00 
6.864   0.00   0.00   0.00 
6.900   0.00   0.00   0.00 
6.900   0.00   0.00   0.00 
6.900   0.00   0.00   0.00 
6.908   0.00   0.00   0.00 
6.915   0.00   0.00   0.00 
6.952   0.00   0.00   0.00 
6.956   0.00   0.00   0.00 
6.988   0.00   0.00   0.00 
7.005   0.00   0.00   0.00 
7.016   0.00   0.00   0.00 
7.052   0.00   0.00   0.00 
7.052   0.00   0.00   0.00 
7.052   0.00   0.00   0.00 
7.066   0.00   0.00   0.00 
7.066   0.00   0.00   0.00 
7.075   0.00   0.00   0.00 
7.085   0.00   0.00   0.00 
7.095   0.00   0.00   0.00 
7.116   0.00   0.00   0.00 
7.116   0.00   0.00   0.00 
7.128   0.00   0.00   0.00 
7.148   0.00   0.00   0.00 
7.148   0.00   0.00   0.00 
7.156   0.00   0.00   0.00 
7.165   0.00   0.00   0.00 
7.197   0.00   0.00   0.00 
7.216   0.00   0.00   0.00 
7.236   0.00   0.00   0.00 
7.244   0.00   0.00   0.00 
7.247   0.00   0.00   0.00 
7.277   0.00   0.00   0.00 
7.297   0.00   0.00   0.00 
7.312   0.00   0.00   0.00 
7.340   0.00   0.00   0.00 
7.340   0.00   0.00   0.00 
7.340   0.00   0.00   0.00 
7.347   0.00   0.00   0.00 
7.357   0.00   0.00   0.00 
7.372   0.00   0.00   0.00 
7.397   0.00   0.00   0.00 
7.397   0.00   0.00   0.00 
7.397   0.00   0.00   0.00 
7.425   0.00   0.00   0.00 
7.425   0.00   0.00   0.00 
7.447   0.00   0.00   0.00 
7.448   0.00   0.00   0.00 
7.448   0.00   0.00   0.00 
7.457   0.00   0.00   0.00 
7.498   0.00   0.00   0.00 
7.498   0.00   0.00   0.00 
7.548   0.00   0.00   0.00 
7.548   0.00   0.00   0.00 
7.561   0.00   0.00   0.00 
7.572   0.00   0.00   0.00 
7.598   0.00   0.00   0.00 
7.611   0.00   0.00   0.00 
7.618   0.00   0.00   0.00 
7.628   0.00   0.00   0.00 
7.640   0.00   0.00   0.00 
7.661   0.00   0.00   0.00 
7.661   0.00   0.00   0.00 
7.668   0.00   0.00   0.00 
7.679   0.00   0.00   0.00 
7.712   0.00   0.00   0.00 
7.712   0.00   0.00   0.00 
7.712   0.00   0.00   0.00 
7.725   0.00   0.00   0.00 
7.762   0.00   0.00   0.00 
7.762   0.00   0.00   0.00 
7.772   0.00   0.00   0.00 
7.782   0.00   0.00   0.00 
7.804   0.00   0.00   0.00 
7.812   0.00   0.00   0.00 
7.812   0.00   0.00   0.00 
7.822   0.00   0.00   0.00 
7.832   0.00   0.00   0.00 
7.852   0.00   0.00   0.00 
7.852   0.00   0.00   0.00 
7.872   0.00   0.00   0.00 
7.872   0.00   0.00   0.00 
7.882   0.00   0.00   0.00 
7.892   0.00   0.00   0.00 
7.920   0.00   0.00   0.00 
7.922   0.00   0.00   0.00 
7.922   0.00   0.00   0.00 
7.972   0.00   0.00   0.00 
7.972   0.00   0.00   0.00 
7.989   0.00   0.00   0.00 
7.992   0.00   0.00   0.00 
8.005   0.00   0.00   0.00 
8.016   0.00   0.00   0.00 
8.060   0.00   0.00   0.00 
8.064   0.00   0.00   0.00 
8.076   0.00   0.00   0.00 
8.100   0.00   0.00   0.00 
8.100   0.00   0.00   0.00 
8.104   0.00   0.00   0.00 
8.114   0.00   0.00   0.00 
8.124   0.00   0.00   0.00 
8.134   0.00   0.00   0.00 
8.144   0.00   0.00   0.00 
8.154   0.00   0.00   0.00 
8.164   0.00   0.00   0.00 
8.174   0.00   0.00   0.00 
8.187   0.00   0.00   0.00 
8.194   0.00   0.00   0.00 
8.217   0.00   0.00   0.00 
8.217   0.00   0.00   0.00 
8.236   0.00   0.00   0.00 
8.236   0.00   0.00   0.00 
8.248   0.00   0.00   0.00 
8.266   0.00   0.00   0.00 
8.266   0.00   0.00   0.00 
8.296   0.00   0.00   0.00 
8.312   0.00   0.00   0.00 
8.322   0.00   0.00   0.00 
8.332   0.00   0.00   0.00 
8.364   0.00   0.00   0.00 
8.372   0.00   0.00   0.00 
8.396   0.00   0.00   0.00 
8.404   0.00   0.00   0.00 
8.404   0.00   0.00   0.00 
8.422   0.00   0.00   0.00 
8.422   0.00   0.00   0.00 
8.456   0.00   0.00   0.00 
8.456   0.00   0.00   0.00 
8.456   0.00   0.00   0.00 
8.467   0.00   0.00   0.00 
8.472   0.00   0.00   0.00 
8.484   0.00   0.00   0.00 
8.523   0.00   0.00   0.00 
8.556   0.00   0.00   0.00 
8.566   0.00   0.00   0.00 
8.576   0.00   0.00   0.00 
8.586   0.00   0.00   0.00 
8.623   0.00   0.00   0.00 
8.673   0.00   0.00   0.00 
8.683   0.00   0.00   0.00 
8.700   0.00   0.00   0.00 
8.720   0.00   0.00   0.00 
8.720   0.00   0.00   0.00 
8.723   0.00   0.00   0.00 
8.733   0.00   0.00   0.00 
8.743   0.00   0.00   0.00 
8.753   0.00   0.00   0.00 
8.764   0.00   0.00   0.00 
8.802   0.00   0.00   0.00 
8.816   0.00   0.00   0.00 
8.827   0.00   0.00   0.00 
8.852   0.00   0.00   0.00 
8.852   0.00   0.00   0.00 
8.852   0.00   0.00   0.00 
8.862   0.00   0.00   0.00 
8.888   0.00   0.00   0.00 
8.888   0.00   0.00   0.00 
8.895   0.00   0.00   0.00 
8.902   0.00   0.00   0.00 
8.932   0.00   0.00   0.00 
8.953   0.00   0.00   0.00 
9.003   0.00   0.00   0.00 
9.013   0.00   0.00   0.00 
9.032   0.00   0.00   0.00 
9.033   0.00   0.00   0.00 
9.043   0.00   0.00   0.00 
9.053   0.00   0.00   0.00 
9.080   0.00   0.00   0.00 
9.080   0.00   0.00   0.00 
9.099   0.00   0.00   0.00 
9.099   0.00   0.00   0.00 
9.103   0.00   0.00   0.00 
9.113   0.00   0.00   0.00 
9.123   0.00   0.00   0.00 
9.133   0.00   0.00   0.00 
9.148   0.00   0.00   0.00 
9.153   0.00   0.00   0.00 
9.164   0.00   0.00   0.00 
9.176   0.00   0.00   0.00 
9.189   0.00   0.00   0.00 
9.194   0.00   0.00   0.00 
9.204   0.00   0.00   0.00 
9.213   0.00   0.00   0.00 
9.223   0.00   0.00   0.00 
9.236   0.00   0.00   0.00 
9.261   0.00   0.00   0.00 
9.263   0.00   0.00   0.00 
9.263   0.00   0.00   0.00 
9.284   0.00   0.00   0.00 
9.284   0.00   0.00   0.00 
9.293   0.00   0.00   0.00 
9.303   0.00   0.00   0.00 
9.328   0.00   0.00   0.00 
9.328   0.00   0.00   0.00 
9.360   0.00   0.00   0.00 
9.360   0.00   0.00   0.00 
9.360   0.00   0.00   0.00 
9.363   0.00   0.00   0.00 
9.404   0.00   0.00   0.00 
9.412   0.00   0.00   0.00 
9.422   0.00   0.00   0.00 
9.432   0.00   0.00   0.00 
9.462   0.00   0.00   0.00 
9.462   0.00   0.00   0.00 
9.464   0.00   0.00   0.00 
9.488   0.00   0.00   0.00 
9.488   0.00   0.00   0.00 
9.492   0.00   0.00   0.00 
9.512   0.00   0.00   0.00 
9.520   0.00   0.00   0.00 
9.522   0.00   0.00   0.00 
9.562   0.00   0.00   0.00 
9.562   0.00   0.00   0.00 
9.572   0.00   0.00   0.00 
9.588   0.00   0.00   0.00 
9.604   0.00   0.00   0.00 
9.604   0.00   0.00   0.00 
9.616   0.00   0.00   0.00 
9.622   0.00   0.00   0.00 
9.632   0.00   0.00   0.00 
9.655   0.00   0.00   0.00 
9.655   0.00   0.00   0.00 
9.673   0.00   0.00   0.00 
9.673   0.00   0.00   0.00 
9.688   0.00   0.00   0.00 
9.697   0.00   0.00   0.00 
9.702   0.00   0.00   0.00 
9.713   0.00   0.00   0.00 
9.723   0.00   0.00   0.00 
9.740   0.00   0.00   0.00 
9.751   0.00   0.00   0.00 
9.755   0.00   0.00   0.00 
9.762   0.00   0.00   0.00 
9.776   0.00   0.00   0.00 
9.782   0.00   0.00   0.00 
9.796   0.00   0.00   0.00 
9.806   0.00   0.00   0.00 
9.815   0.00   0.00   0.00 
9.828   0.00   0.00   0.00 
9.834   0.00   0.00   0.00 
9.860   0.00   0.00   0.00 
9.860   0.00   0.00   0.00 
9.871   0.00   0.00   0.00 
9.880   0.00   0.00   0.00 
9.883   0.00   0.00   0.00 
9.906   0.00   0.00   0.00 
9.906   0.00   0.00   0.00 
9.918   0.00   0.00   0.00 
9.925   0.00   0.00   0.00 
9.933   0.00   0.00   0.00 
9.944   0.00   0.00   0.00 
9.962   0.00   0.00   0.00 
9.964   0.00   0.00   0.00 
9.972   0.00   0.00   0.00 
9.992   0.00   0.00   0.00 
9.994   0.00   0.00   0.00 
10.003   0.00   0.00   0.00 
10.012   0.00   0.00   0.00 
10.022   0.00   0.00   0.00 
10.044   0.00   0.00   0.00 
10.052   0.00   0.00   0.00 
10.064   0.00   0.00   0.00 
10.064   0.00   0.00   0.00 
10.073   0.00   0.00   0.00 
10.082   0.00   0.00   0.00 
10.124   0.00   0.00   0.00 
10.127   0.00   0.00   0.00 
10.146   0.00   0.00   0.00 
10.156   0.00   0.00   0.00 
10.157   0.00   0.00   0.00 
10.177   0.00   0.00   0.00 
10.177   0.00   0.00   0.00 
10.187   0.00   0.00   0.00 
10.197   0.00   0.00   0.00 
10.207   0.00   0.00   0.00 
10.217   0.00   0.00   0.00 
10.227   0.00   0.00   0.00 
