t    x     y    deg 
1.928   0.00   0.00   0.00 
1.979   0.00   0.00   0.00 
2.025   0.00   0.00   0.00 
2.042   0.00   0.00   0.00 
2.046   0.00   0.00   0.00 
2.055   0.00   0.00   0.00 
2.074   0.00   0.00   0.00 
2.097   0.00   0.00   0.00 
2.097   0.00   0.00   0.00 
2.097   0.00   0.00   0.00 
2.107   0.00   0.00   0.00 
2.137   0.00   0.00   0.00 
2.137   0.00   0.00   0.00 
2.137   0.00   0.00   0.00 
2.153   0.00   0.00   0.00 
2.160   0.00   0.00   0.00 
2.185   0.00   0.00   0.00 
2.210   0.00   0.00   0.00 
2.229   0.00   0.00   0.00 
2.230   0.00   0.00   0.00 
2.263   0.00   0.00   0.00 
2.263   0.00   0.00   0.00 
2.263   0.00   0.00   0.00 
2.313   0.00   0.00   0.00 
2.341   0.00   0.00   0.00 
2.353   0.00   0.00   0.00 
2.363   0.00   0.00   0.00 
2.410   0.00   0.00   0.00 
2.413   0.00   0.00   0.00 
2.464   0.00   0.00   0.00 
2.501   0.00   0.00   0.00 
2.511   0.00   0.00   0.00 
2.521   0.00   0.00   0.00 
2.537   0.00   0.00   0.00 
2.549   0.00   0.00   0.00 
2.558   0.00   0.00   0.00 
2.561   0.00   0.00   0.00 
2.589   0.00   0.00   0.00 
2.589   0.00   0.00   0.00 
2.617   0.00   0.00   0.00 
2.641   0.00   0.00   0.00 
2.657   0.00   0.00   0.00 
2.661   0.00   0.00   0.00 
2.681   0.00   0.00   0.00 
2.681   0.00   0.00   0.00 
2.699   0.00   0.00   0.00 
2.745   0.00   0.00   0.00 
2.755   0.00   0.00   0.00 
2.781   0.00   0.00   0.00 
2.799   0.00   0.00   0.00 
2.837   0.00   0.00   0.00 
2.841   0.00   0.00   0.00 
2.853   0.00   0.00   0.00 
2.903   0.00   0.00   0.00 
2.903   0.00   0.00   0.00 
2.927   0.00   0.00   0.00 
2.933   0.00   0.00   0.00 
2.941   0.00   0.00   0.00 
2.945   0.00   0.00   0.00 
2.954   0.00   0.00   0.00 
2.964   0.00   0.00   0.00 
2.977   0.00   0.00   0.00 
2.984   0.00   0.00   0.00 
2.993   0.00   0.00   0.00 
3.004   0.00   0.00   0.00 
3.015   0.00   0.00   0.00 
3.035   0.00   0.00   0.00 
3.044   0.00   0.00   0.00 
3.044   0.00   0.00   0.00 
3.063   0.00   0.00   0.00 
3.065   0.00   0.00   0.00 
3.079   0.00   0.00   0.00 
3.089   0.00   0.00   0.00 
3.097   0.00   0.00   0.00 
3.104   0.00   0.00   0.00 
3.129   0.00   0.00   0.00 
3.129   0.00   0.00   0.00 
3.141   0.00   0.00   0.00 
3.145   0.00   0.00   0.00 
3.155   0.00   0.00   0.00 
3.172   0.00   0.00   0.00 
3.176   0.00   0.00   0.00 
3.184   0.00   0.00   0.00 
3.206   0.00   0.00   0.00 
3.206   0.00   0.00   0.00 
3.222   0.00   0.00   0.00 
3.225   0.00   0.00   0.00 
3.233   0.00   0.00   0.00 
3.243   0.00   0.00   0.00 
3.256   0.00   0.00   0.00 
3.265   0.00   0.00   0.00 
3.283   0.00   0.00   0.00 
3.291   0.00   0.00   0.00 
3.313   0.00   0.00   0.00 
3.313   0.00   0.00   0.00 
3.313   0.00   0.00   0.00 
3.329   0.00   0.00   0.00 
3.333   0.00   0.00   0.00 
3.346   0.00   0.00   0.00 
3.360   0.00   0.00   0.00 
3.372   0.00   0.00   0.00 
3.377   0.00   0.00   0.00 
3.384   0.00   0.00   0.00 
3.396   0.00   0.00   0.00 
3.403   0.00   0.00   0.00 
3.425   0.00   0.00   0.00 
3.435   0.00   0.00   0.00 
3.435   0.00   0.00   0.00 
3.453   0.00   0.00   0.00 
3.453   0.00   0.00   0.00 
3.471   0.00   0.00   0.00 
3.473   0.00   0.00   0.00 
3.485   0.00   0.00   0.00 
3.493   0.00   0.00   0.00 
3.503   0.00   0.00   0.00 
3.516   0.00   0.00   0.00 
3.529   0.00   0.00   0.00 
3.535   0.00   0.00   0.00 
3.543   0.00   0.00   0.00 
3.554   0.00   0.00   0.00 
3.563   0.00   0.00   0.00 
3.577   0.00   0.00   0.00 
3.583   0.00   0.00   0.00 
3.593   0.00   0.00   0.00 
3.610   0.00   0.00   0.00 
3.614   0.00   0.00   0.00 
3.623   0.00   0.00   0.00 
3.636   0.00   0.00   0.00 
3.648   0.00   0.00   0.00 
3.655   0.00   0.00   0.00 
3.678   0.00   0.00   0.00 
3.678   0.00   0.00   0.00 
3.683   0.00   0.00   0.00 
3.696   0.00   0.00   0.00 
3.713   0.00   0.00   0.00 
3.718   0.00   0.00   0.00 
3.728   0.00   0.00   0.00 
3.749   0.00   0.00   0.00 
3.749   0.00   0.00   0.00 
3.755   0.00   0.00   0.00 
3.769   0.00   0.00   0.00 
3.778   0.00   0.00   0.00 
3.783   0.00   0.00   0.00 
3.798   0.00   0.00   0.00 
3.809   0.00   0.00   0.00 
3.823   0.00   0.00   0.00 
3.825   0.00   0.00   0.00 
3.833   0.00   0.00   0.00 
3.843   0.00   0.00   0.00 
3.853   0.00   0.00   0.00 
3.863   0.00   0.00   0.00 
3.875   0.00   0.00   0.00 
3.890   0.00   0.00   0.00 
3.903   0.00   0.00   0.00 
3.903   0.00   0.00   0.00 
3.926   0.00   0.00   0.00 
3.926   0.00   0.00   0.00 
3.933   0.00   0.00   0.00 
3.950   0.00   0.00   0.00 
3.953   0.00   0.00   0.00 
3.963   0.00   0.00   0.00 
3.973   0.00   0.00   0.00 
3.993   0.00   0.00   0.00 
4.001   0.00   0.00   0.00 
4.003   0.00   0.00   0.00 
4.013   0.00   0.00   0.00 
4.046   0.00   0.00   0.00 
4.056   0.00   0.00   0.00 
4.066   0.00   0.00   0.00 
4.077   0.00   0.00   0.00 
4.089   0.00   0.00   0.00 
4.097   0.00   0.00   0.00 
4.106   0.00   0.00   0.00 
4.122   0.00   0.00   0.00 
4.137   0.00   0.00   0.00 
4.137   0.00   0.00   0.00 
4.146   0.00   0.00   0.00 
4.205   0.00   0.00   0.00 
4.205   0.00   0.00   0.00 
4.245   0.00   0.00   0.00 
4.245   0.00   0.00   0.00 
4.255   0.00   0.00   0.00 
4.269   0.00   0.00   0.00 
4.293   0.00   0.00   0.00 
4.293   0.00   0.00   0.00 
4.297   0.00   0.00   0.00 
4.306   0.00   0.00   0.00 
4.356   0.00   0.00   0.00 
4.360   0.00   0.00   0.00 
4.370   0.00   0.00   0.00 
4.406   0.00   0.00   0.00 
4.406   0.00   0.00   0.00 
4.406   0.00   0.00   0.00 
4.433   0.00   0.00   0.00 
4.433   0.00   0.00   0.00 
4.433   0.00   0.00   0.00 
4.456   0.00   0.00   0.00 
4.456   0.00   0.00   0.00 
4.506   0.00   0.00   0.00 
4.506   0.00   0.00   0.00 
4.516   0.00   0.00   0.00 
4.533   0.00   0.00   0.00 
4.553   0.00   0.00   0.00 
4.556   0.00   0.00   0.00 
4.556   0.00   0.00   0.00 
4.578   0.00   0.00   0.00 
4.578   0.00   0.00   0.00 
4.589   0.00   0.00   0.00 
4.596   0.00   0.00   0.00 
4.619   0.00   0.00   0.00 
4.619   0.00   0.00   0.00 
4.633   0.00   0.00   0.00 
4.652   0.00   0.00   0.00 
4.702   0.00   0.00   0.00 
4.717   0.00   0.00   0.00 
4.725   0.00   0.00   0.00 
4.743   0.00   0.00   0.00 
4.743   0.00   0.00   0.00 
4.752   0.00   0.00   0.00 
4.801   0.00   0.00   0.00 
4.802   0.00   0.00   0.00 
4.852   0.00   0.00   0.00 
4.852   0.00   0.00   0.00 
4.902   0.00   0.00   0.00 
4.902   0.00   0.00   0.00 
4.913   0.00   0.00   0.00 
4.929   0.00   0.00   0.00 
4.952   0.00   0.00   0.00 
4.952   0.00   0.00   0.00 
4.952   0.00   0.00   0.00 
4.965   0.00   0.00   0.00 
5.001   0.00   0.00   0.00 
5.001   0.00   0.00   0.00 
5.001   0.00   0.00   0.00 
5.002   0.00   0.00   0.00 
5.017   0.00   0.00   0.00 
5.045   0.00   0.00   0.00 
5.053   0.00   0.00   0.00 
5.067   0.00   0.00   0.00 
5.073   0.00   0.00   0.00 
5.088   0.00   0.00   0.00 
5.099   0.00   0.00   0.00 
5.107   0.00   0.00   0.00 
5.121   0.00   0.00   0.00 
5.129   0.00   0.00   0.00 
5.137   0.00   0.00   0.00 
5.149   0.00   0.00   0.00 
5.173   0.00   0.00   0.00 
5.173   0.00   0.00   0.00 
5.173   0.00   0.00   0.00 
5.217   0.00   0.00   0.00 
5.223   0.00   0.00   0.00 
5.273   0.00   0.00   0.00 
5.273   0.00   0.00   0.00 
5.301   0.00   0.00   0.00 
5.301   0.00   0.00   0.00 
5.304   0.00   0.00   0.00 
5.317   0.00   0.00   0.00 
5.323   0.00   0.00   0.00 
5.361   0.00   0.00   0.00 
5.373   0.00   0.00   0.00 
5.385   0.00   0.00   0.00 
5.435   0.00   0.00   0.00 
5.457   0.00   0.00   0.00 
5.485   0.00   0.00   0.00 
5.485   0.00   0.00   0.00 
5.509   0.00   0.00   0.00 
5.517   0.00   0.00   0.00 
5.535   0.00   0.00   0.00 
5.574   0.00   0.00   0.00 
5.574   0.00   0.00   0.00 
5.584   0.00   0.00   0.00 
5.597   0.00   0.00   0.00 
5.606   0.00   0.00   0.00 
5.614   0.00   0.00   0.00 
5.629   0.00   0.00   0.00 
5.646   0.00   0.00   0.00 
5.646   0.00   0.00   0.00 
5.686   0.00   0.00   0.00 
5.686   0.00   0.00   0.00 
5.696   0.00   0.00   0.00 
5.736   0.00   0.00   0.00 
5.736   0.00   0.00   0.00 
5.785   0.00   0.00   0.00 
5.785   0.00   0.00   0.00 
5.825   0.00   0.00   0.00 
5.825   0.00   0.00   0.00 
5.835   0.00   0.00   0.00 
5.853   0.00   0.00   0.00 
5.881   0.00   0.00   0.00 
5.885   0.00   0.00   0.00 
5.885   0.00   0.00   0.00 
5.885   0.00   0.00   0.00 
5.895   0.00   0.00   0.00 
5.915   0.00   0.00   0.00 
5.916   0.00   0.00   0.00 
5.961   0.00   0.00   0.00 
5.966   0.00   0.00   0.00 
6.016   0.00   0.00   0.00 
6.016   0.00   0.00   0.00 
6.033   0.00   0.00   0.00 
6.036   0.00   0.00   0.00 
6.066   0.00   0.00   0.00 
6.066   0.00   0.00   0.00 
6.066   0.00   0.00   0.00 
6.076   0.00   0.00   0.00 
6.087   0.00   0.00   0.00 
6.096   0.00   0.00   0.00 
6.106   0.00   0.00   0.00 
6.122   0.00   0.00   0.00 
6.129   0.00   0.00   0.00 
6.138   0.00   0.00   0.00 
6.165   0.00   0.00   0.00 
6.165   0.00   0.00   0.00 
6.173   0.00   0.00   0.00 
6.196   0.00   0.00   0.00 
6.196   0.00   0.00   0.00 
6.196   0.00   0.00   0.00 
6.208   0.00   0.00   0.00 
6.216   0.00   0.00   0.00 
6.241   0.00   0.00   0.00 
6.241   0.00   0.00   0.00 
6.253   0.00   0.00   0.00 
6.258   0.00   0.00   0.00 
6.269   0.00   0.00   0.00 
6.277   0.00   0.00   0.00 
6.308   0.00   0.00   0.00 
6.308   0.00   0.00   0.00 
6.308   0.00   0.00   0.00 
6.337   0.00   0.00   0.00 
6.337   0.00   0.00   0.00 
6.337   0.00   0.00   0.00 
6.351   0.00   0.00   0.00 
6.358   0.00   0.00   0.00 
6.408   0.00   0.00   0.00 
6.408   0.00   0.00   0.00 
6.449   0.00   0.00   0.00 
6.449   0.00   0.00   0.00 
6.501   0.00   0.00   0.00 
6.501   0.00   0.00   0.00 
6.511   0.00   0.00   0.00 
6.527   0.00   0.00   0.00 
6.531   0.00   0.00   0.00 
6.553   0.00   0.00   0.00 
6.559   0.00   0.00   0.00 
6.561   0.00   0.00   0.00 
6.585   0.00   0.00   0.00 
6.585   0.00   0.00   0.00 
6.591   0.00   0.00   0.00 
6.601   0.00   0.00   0.00 
6.613   0.00   0.00   0.00 
6.629   0.00   0.00   0.00 
6.651   0.00   0.00   0.00 
6.651   0.00   0.00   0.00 
6.651   0.00   0.00   0.00 
6.669   0.00   0.00   0.00 
6.685   0.00   0.00   0.00 
6.685   0.00   0.00   0.00 
6.697   0.00   0.00   0.00 
6.713   0.00   0.00   0.00 
6.713   0.00   0.00   0.00 
6.733   0.00   0.00   0.00 
6.733   0.00   0.00   0.00 
6.741   0.00   0.00   0.00 
6.773   0.00   0.00   0.00 
6.777   0.00   0.00   0.00 
6.793   0.00   0.00   0.00 
6.796   0.00   0.00   0.00 
6.796   0.00   0.00   0.00 
6.809   0.00   0.00   0.00 
6.829   0.00   0.00   0.00 
6.829   0.00   0.00   0.00 
6.845   0.00   0.00   0.00 
6.845   0.00   0.00   0.00 
6.853   0.00   0.00   0.00 
6.874   0.00   0.00   0.00 
6.874   0.00   0.00   0.00 
6.889   0.00   0.00   0.00 
6.912   0.00   0.00   0.00 
6.924   0.00   0.00   0.00 
6.945   0.00   0.00   0.00 
6.945   0.00   0.00   0.00 
6.954   0.00   0.00   0.00 
6.974   0.00   0.00   0.00 
6.989   0.00   0.00   0.00 
6.989   0.00   0.00   0.00 
7.009   0.00   0.00   0.00 
7.009   0.00   0.00   0.00 
7.024   0.00   0.00   0.00 
7.024   0.00   0.00   0.00 
7.034   0.00   0.00   0.00 
7.061   0.00   0.00   0.00 
7.061   0.00   0.00   0.00 
7.074   0.00   0.00   0.00 
7.074   0.00   0.00   0.00 
7.085   0.00   0.00   0.00 
7.104   0.00   0.00   0.00 
7.104   0.00   0.00   0.00 
7.114   0.00   0.00   0.00 
7.124   0.00   0.00   0.00 
7.141   0.00   0.00   0.00 
7.149   0.00   0.00   0.00 
7.154   0.00   0.00   0.00 
7.165   0.00   0.00   0.00 
7.181   0.00   0.00   0.00 
7.184   0.00   0.00   0.00 
7.194   0.00   0.00   0.00 
7.231   0.00   0.00   0.00 
7.231   0.00   0.00   0.00 
7.231   0.00   0.00   0.00 
7.263   0.00   0.00   0.00 
7.277   0.00   0.00   0.00 
7.287   0.00   0.00   0.00 
7.332   0.00   0.00   0.00 
7.333   0.00   0.00   0.00 
7.359   0.00   0.00   0.00 
7.359   0.00   0.00   0.00 
7.369   0.00   0.00   0.00 
7.373   0.00   0.00   0.00 
7.383   0.00   0.00   0.00 
7.393   0.00   0.00   0.00 
7.409   0.00   0.00   0.00 
7.415   0.00   0.00   0.00 
7.433   0.00   0.00   0.00 
7.433   0.00   0.00   0.00 
7.443   0.00   0.00   0.00 
7.453   0.00   0.00   0.00 
7.473   0.00   0.00   0.00 
7.473   0.00   0.00   0.00 
7.487   0.00   0.00   0.00 
7.517   0.00   0.00   0.00 
7.517   0.00   0.00   0.00 
7.517   0.00   0.00   0.00 
7.533   0.00   0.00   0.00 
7.533   0.00   0.00   0.00 
7.543   0.00   0.00   0.00 
7.569   0.00   0.00   0.00 
7.569   0.00   0.00   0.00 
7.593   0.00   0.00   0.00 
7.593   0.00   0.00   0.00 
7.593   0.00   0.00   0.00 
7.605   0.00   0.00   0.00 
7.613   0.00   0.00   0.00 
7.640   0.00   0.00   0.00 
7.640   0.00   0.00   0.00 
7.647   0.00   0.00   0.00 
7.657   0.00   0.00   0.00 
7.663   0.00   0.00   0.00 
7.679   0.00   0.00   0.00 
7.689   0.00   0.00   0.00 
7.693   0.00   0.00   0.00 
7.713   0.00   0.00   0.00 
7.713   0.00   0.00   0.00 
7.745   0.00   0.00   0.00 
7.745   0.00   0.00   0.00 
7.745   0.00   0.00   0.00 
7.753   0.00   0.00   0.00 
7.793   0.00   0.00   0.00 
7.793   0.00   0.00   0.00 
7.809   0.00   0.00   0.00 
7.817   0.00   0.00   0.00 
7.849   0.00   0.00   0.00 
7.849   0.00   0.00   0.00 
7.850   0.00   0.00   0.00 
7.869   0.00   0.00   0.00 
7.869   0.00   0.00   0.00 
7.903   0.00   0.00   0.00 
7.903   0.00   0.00   0.00 
7.917   0.00   0.00   0.00 
7.923   0.00   0.00   0.00 
7.933   0.00   0.00   0.00 
7.953   0.00   0.00   0.00 
7.953   0.00   0.00   0.00 
7.969   0.00   0.00   0.00 
7.985   0.00   0.00   0.00 
7.985   0.00   0.00   0.00 
8.013   0.00   0.00   0.00 
8.013   0.00   0.00   0.00 
8.029   0.00   0.00   0.00 
8.029   0.00   0.00   0.00 
8.041   0.00   0.00   0.00 
8.063   0.00   0.00   0.00 
8.063   0.00   0.00   0.00 
8.077   0.00   0.00   0.00 
8.077   0.00   0.00   0.00 
8.093   0.00   0.00   0.00 
8.126   0.00   0.00   0.00 
8.126   0.00   0.00   0.00 
8.136   0.00   0.00   0.00 
8.153   0.00   0.00   0.00 
8.156   0.00   0.00   0.00 
8.166   0.00   0.00   0.00 
8.181   0.00   0.00   0.00 
8.225   0.00   0.00   0.00 
8.225   0.00   0.00   0.00 
8.253   0.00   0.00   0.00 
8.253   0.00   0.00   0.00 
8.257   0.00   0.00   0.00 
8.269   0.00   0.00   0.00 
8.307   0.00   0.00   0.00 
8.313   0.00   0.00   0.00 
8.361   0.00   0.00   0.00 
8.373   0.00   0.00   0.00 
8.381   0.00   0.00   0.00 
8.405   0.00   0.00   0.00 
8.405   0.00   0.00   0.00 
8.411   0.00   0.00   0.00 
8.421   0.00   0.00   0.00 
8.437   0.00   0.00   0.00 
8.449   0.00   0.00   0.00 
8.453   0.00   0.00   0.00 
8.461   0.00   0.00   0.00 
8.471   0.00   0.00   0.00 
8.485   0.00   0.00   0.00 
8.521   0.00   0.00   0.00 
8.543   0.00   0.00   0.00 
8.576   0.00   0.00   0.00 
8.581   0.00   0.00   0.00 
8.581   0.00   0.00   0.00 
8.600   0.00   0.00   0.00 
8.600   0.00   0.00   0.00 
8.633   0.00   0.00   0.00 
8.633   0.00   0.00   0.00 
8.633   0.00   0.00   0.00 
8.649   0.00   0.00   0.00 
8.649   0.00   0.00   0.00 
8.656   0.00   0.00   0.00 
8.669   0.00   0.00   0.00 
8.677   0.00   0.00   0.00 
8.685   0.00   0.00   0.00 
8.703   0.00   0.00   0.00 
8.703   0.00   0.00   0.00 
8.736   0.00   0.00   0.00 
8.736   0.00   0.00   0.00 
8.736   0.00   0.00   0.00 
8.745   0.00   0.00   0.00 
8.753   0.00   0.00   0.00 
8.773   0.00   0.00   0.00 
8.786   0.00   0.00   0.00 
8.786   0.00   0.00   0.00 
8.801   0.00   0.00   0.00 
8.836   0.00   0.00   0.00 
8.836   0.00   0.00   0.00 
8.886   0.00   0.00   0.00 
8.886   0.00   0.00   0.00 
8.913   0.00   0.00   0.00 
8.929   0.00   0.00   0.00 
8.986   0.00   0.00   0.00 
8.986   0.00   0.00   0.00 
9.009   0.00   0.00   0.00 
9.009   0.00   0.00   0.00 
9.019   0.00   0.00   0.00 
9.038   0.00   0.00   0.00 
9.038   0.00   0.00   0.00 
9.049   0.00   0.00   0.00 
9.077   0.00   0.00   0.00 
9.081   0.00   0.00   0.00 
9.081   0.00   0.00   0.00 
9.088   0.00   0.00   0.00 
9.139   0.00   0.00   0.00 
9.139   0.00   0.00   0.00 
9.157   0.00   0.00   0.00 
9.159   0.00   0.00   0.00 
9.170   0.00   0.00   0.00 
9.183   0.00   0.00   0.00 
9.193   0.00   0.00   0.00 
9.199   0.00   0.00   0.00 
9.240   0.00   0.00   0.00 
9.241   0.00   0.00   0.00 
9.261   0.00   0.00   0.00 
9.261   0.00   0.00   0.00 
9.281   0.00   0.00   0.00 
9.281   0.00   0.00   0.00 
9.291   0.00   0.00   0.00 
9.301   0.00   0.00   0.00 
9.317   0.00   0.00   0.00 
9.321   0.00   0.00   0.00 
9.331   0.00   0.00   0.00 
9.341   0.00   0.00   0.00 
9.381   0.00   0.00   0.00 
9.391   0.00   0.00   0.00 
9.405   0.00   0.00   0.00 
9.413   0.00   0.00   0.00 
9.421   0.00   0.00   0.00 
9.433   0.00   0.00   0.00 
9.441   0.00   0.00   0.00 
9.465   0.00   0.00   0.00 
9.465   0.00   0.00   0.00 
9.471   0.00   0.00   0.00 
9.481   0.00   0.00   0.00 
9.499   0.00   0.00   0.00 
9.529   0.00   0.00   0.00 
9.529   0.00   0.00   0.00 
9.529   0.00   0.00   0.00 
9.542   0.00   0.00   0.00 
9.542   0.00   0.00   0.00 
9.553   0.00   0.00   0.00 
9.561   0.00   0.00   0.00 
9.577   0.00   0.00   0.00 
9.601   0.00   0.00   0.00 
9.601   0.00   0.00   0.00 
9.601   0.00   0.00   0.00 
9.625   0.00   0.00   0.00 
9.629   0.00   0.00   0.00 
9.631   0.00   0.00   0.00 
9.653   0.00   0.00   0.00 
9.653   0.00   0.00   0.00 
9.661   0.00   0.00   0.00 
9.671   0.00   0.00   0.00 
9.681   0.00   0.00   0.00 
9.691   0.00   0.00   0.00 
9.701   0.00   0.00   0.00 
9.711   0.00   0.00   0.00 
9.721   0.00   0.00   0.00 
9.765   0.00   0.00   0.00 
9.777   0.00   0.00   0.00 
9.793   0.00   0.00   0.00 
9.801   0.00   0.00   0.00 
9.825   0.00   0.00   0.00 
9.825   0.00   0.00   0.00 
9.827   0.00   0.00   0.00 
9.877   0.00   0.00   0.00 
9.877   0.00   0.00   0.00 
9.921   0.00   0.00   0.00 
9.921   0.00   0.00   0.00 
9.939   0.00   0.00   0.00 
9.947   0.00   0.00   0.00 
9.961   0.00   0.00   0.00 
9.961   0.00   0.00   0.00 
9.971   0.00   0.00   0.00 
9.989   0.00   0.00   0.00 
9.991   0.00   0.00   0.00 
10.011   0.00   0.00   0.00 
10.011   0.00   0.00   0.00 
10.022   0.00   0.00   0.00 
10.039   0.00   0.00   0.00 
10.044   0.00   0.00   0.00 
10.067   0.00   0.00   0.00 
10.067   0.00   0.00   0.00 
10.076   0.00   0.00   0.00 
10.089   0.00   0.00   0.00 
10.113   0.00   0.00   0.00 
10.126   0.00   0.00   0.00 
10.140   0.00   0.00   0.00 
10.172   0.00   0.00   0.00 
10.177   0.00   0.00   0.00 
10.187   0.00   0.00   0.00 
10.197   0.00   0.00   0.00 
10.207   0.00   0.00   0.00 
10.217   0.00   0.00   0.00 
10.227   0.00   0.00   0.00 
10.237   0.00   0.00   0.00 
10.247   0.00   0.00   0.00 
10.275   0.00   0.00   0.00 
